,tweet_id,text,dog_name,DoggoLingo,jpg_url,dog_breed,favorite_count,retweet_count,rating_ratio
23,887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,mexican hairless,34222,10737,1.3
25,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,chihuahua,35859,8084,1.3
26,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,12306,3443,1.3
27,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Derek,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,,22798,4610,1.3
28,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,french bulldog,21524,3316,1.2
29,886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,,,,117,4,1.2
30,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,28469,6523,1.3
31,886054160059072513,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,,,,,0,108,1.2
32,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,blenheim spaniel,33382,7097,1.2
33,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,36689,6683,1.3
34,885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,,,,,20788,3899,1.4
35,885311592912609280,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,Lilly,,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,labrador retriever,0,19297,1.3
36,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,22367,4556,1.3
37,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,italian greyhound,68152,16439,1.2
38,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,28514,6096,1.3
39,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,24765,5100,1.3
40,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,pembroke,27478,5856,1.4
41,884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,,,,,74423,21298,1.3
42,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,german shepherd,20771,3128,1.2
43,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,doberman,22349,3586,1.2
44,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden retriever,46860,10407,0.5
45,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,22986,3825,1.3
46,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden retriever,37914,6949,1.3
47,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo dog,24445,4122,1.3
48,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador retriever,28903,5134,1.2
49,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke,28382,6342,1.3
50,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever,45880,12118,1.3
51,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,,29900,5203,1.3
52,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner,24773,3533,1.2
53,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki,51522,11099,1.3
54,881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,,,,,129,7,1.7
55,881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed,50199,16570,1.4
56,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,,23501,5358,1.2
57,880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,,17346,2886,1.3
59,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever,29075,6546,1.2
60,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua,27640,4436,1.2
61,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,,28150,4533,1.1
62,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,22667,3642,1.3
63,879674319642796034,@RealKentMurphy 14/10 confirmed,,,,,315,10,1.4
64,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german short haired pointer,23822,3323,1.2
65,879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english springer,107956,45849,1.3
66,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,,17099,3261,1.2
67,879130579576475649,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,Emmy,,,,0,7181,1.4
68,879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,,23022,4941,1.1
69,879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,19317,2812,1.3
70,878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian greyhound,19763,4319,1.3
71,878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,,,,,30931,7582,1.3
72,878404777348136964,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",Shadow,,,,0,1349,1.3
73,878316110768087041,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,Terrance,,,,0,6965,1.1
74,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,7913,1349,1.3
75,878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,french bulldog,42876,7181,1.4
76,877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,chesapeake bay retriever,71144,17300,1.3
77,877611172832227328,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,,pupper,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,irish setter,0,83,1.4
78,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,23258,3994,1.2
79,877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,saluki,27907,5414,1.3
80,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,pembroke,27755,5880,1.2
81,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,21125,3506,1.2
82,876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,,,,,23869,4800,1.4
83,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden retriever,19163,2511,1.3
84,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,bernese mountain dog,28490,4903,1.3
85,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,labrador retriever,25773,4497,1.3
86,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,siberian husky,22185,5081,1.3
87,875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,,,,,27997,6342,1.3
88,875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,west highland white terrier,26022,4922,1.2
89,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,labrador retriever,28439,4875,1.2
90,874434818259525634,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,Coco,,,,0,15546,1.2
91,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker spaniel,26651,4308,1.3
93,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,cardigan,35501,11007,1.3
94,873697596434513921,RT @dog_rates: This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,Walter,,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,,0,12518,1.4
95,873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,newfoundland,24837,4143,1.3
96,873337748698140672,"RT @dog_rates: This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https:/…",Sierra,pupper,,,0,1667,1.2
97,873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,7467,1667,1.2
98,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,labrador retriever,28031,5669,1.2
99,872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,15029,3884,1.3
100,872668790621863937,"RT @loganamnosis: Penelope here is doing me quite a divertir. Well done, @dog_rates! Loving the pupdate. 14/10, je jouerais de nouveau. htt…",,,,,0,31,1.4
101,872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Monkey,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker spaniel,21309,3911,1.3
102,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,pembroke,41606,9429,1.2
103,872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,Harry,,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,labrador retriever,35085,6649,1.3
104,872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,Kody,,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,,35324,8549,1.2
105,871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,Lassie,,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,shetland sheepdog,39090,11918,1.3
106,871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,labrador retriever,20787,3678,1.2
107,871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,20730,3628,1.2
108,871166179821445120,RT @dog_rates: This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/X…,Dawn,,,,0,5991,1.2
109,871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,,doggo,,,21461,5764,1.4
110,871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",Boomer,,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,23255,3999,1.3
111,870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,,,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,,33791,6393,1.1
112,870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,,,,,121,3,1.0
113,870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",Cody,,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,pembroke,12819,2817,1.3
114,870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,Zoey,,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden retriever,85011,27680,1.3
115,870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",Rumble,,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,greater swiss mountain dog,22453,4384,1.3
116,870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,Clifford,,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,,37771,8840,1.4
118,869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",Dewey,,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,pembroke,43710,10663,1.3
